argument_id,split,stance,question,value,positive_answer,negative_answer
A25134,training,against,Should we subsidize embryonic stem cell research?,Security: personal,subsidizing embryonic stem cell research can lead to forced gathering of the stem cells and may even cause worse reactions.,
E04132,training,against,We do not need immigration from non-European or non-first-world countries?,Humility,"I have no trouble with, non-western, immigrants.  I have trouble with 'mass immigration'.  What happens is when they come in large numbers they do not integrate anymore.  They stick to themselves and become a new tribe that tries to change their host country.'",
E04031,validation,in favor of,Should we strengthen Frontex and control immigration?,Achievement,Frontex must be given powers and resources to shut down the migratory routes entirely.,
A30210,training,against,Should we prohibit school prayer?,Tradition,school prayer adds structure to a students life and enables them to display their beliefs.,
A12280,validation,against,Should Blockade of the Gaza Strip be ended?,Power: dominance,international bodies demanding an end to the blockade are dismissing israel's sovereignty.,
A13010,training,in favor of,Should we ban missionary work?,Tradition,missionary work puts people in intrusive positions against those who have inhabited the same land and have had the same customs for centuries.,
A12374,training,against,Should we abolish the right to keep and bear arms?,Tradition,the right to keep and bear arms is one of the tenets of our country,
A21074,training,against,Should we legalize sex selection?,Universalism: nature,sex selection can possibly destroy the natural selection and over balance the society.,
E06092,training,in favor of,Should Esperanto replace English as the first foreign language in schools and universities?,Security: personal,"Esperanto is politically neutral: it is not used by any European nation. Although there is some culture connected to the language, there is no political or economic power imposing it. Also, where English is connected to the US, Canada, Australia, and other countries, Esperanto would be a truly European language.",
A18037,training,against,Should we abandon the use of school uniform?,Conformity: rules,"school uniform helps all children attend on a level playing field, free from worry about trying to keep up with expensive fashion trends.",
A17004,training,against,Should we abolish zoos?,Stimulation,zoos allow people to see many animals in their natural habitat that most people would never see.,
A20484,training,in favor of,Should we ban cosmetic surgery?,Face,"we are propagating unnatural and unattainable beauty norms by fueling an industry that operates on those that can afford it, to look as close to perfect as possible",
D01076,training,in favor of,Should Political parties be brought under RTI (Right to Information) Act?,Universalism: objectivity,"The law is very clear that RTI is not just concerned with government bodies alone. It is also for Non-Government Organisations which are substantially financed and controlled by the Government. There are numerous subsidies (including Tax exemptions) that the Political parties enjoy, thereby, they are substantially financed by the Government.",
